source	user	time	url	selected text	rating
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Schottische		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Sukayna_bint_Husayn		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Yield_sign		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Value_investor		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/City_Harvest_Church		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Donkey_Kong		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Drug_Master_File		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Manufacturing		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Ionizing_radiation		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Werner_Erhard		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Issels_treatment		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Mario_vs._Donkey_Kong_series		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Lisa_Marie_Presley		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Stevie_wonder		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Words_without_vowels		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Abortion		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hanukkah		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Political_labels		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Alopecia		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Get_Smart		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Oracle_Arena		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Donkey_Kong_II		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Chiropractic		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Beetlegeuse		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Michael_Crichton		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hermione_Granger		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Raping		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Mainland_China		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Saint_Andrew's_School,_Singapore		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Star		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Malignant_brain_tumor		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Operation_Chanology		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Anti-nuclear_protests		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Mystic_Pizza		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Darwinian_selection		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Tibet_independence_movement		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/TomKat		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Sammi_Cheng		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Religion_and_abortion		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Jumpman_(disambiguation)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Opposition_to_the_legalisation_of_abortion		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Spelling		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Sarah_Palin_email_hack		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Crisis_pregnancy_center		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Margaret_Sanger		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Donkey_Kong_Country		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Indian_Postal_Service		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Scientology_(practice)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/South_Park_Scientology_episode		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Tesla_Motors		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Final_Blackout		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Synchronized_Multimedia_Integration_Language		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Iraq_War		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Copernican_heliocentrism		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_religions_and_spiritual_traditions		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/London,_Ontario		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/1984		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Puerto-Rican		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_eponyms_(A-K)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/CNN		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Wedding		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Dexter_Morgan		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Tom_Ashbrook		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Civil_unions_in_New_Hampshire		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/NOAA		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Pounds_per_square_inch		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Mechanical_engineering		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Male_rights		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/The_One_After_the_Superbowl		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Graham_McPherson		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Experimental_cancer_treatments		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Groundhog_Day		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/American_Motors		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Khalifatul_Masih		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/NASA_Research_Park		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Chrysler		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Blessing_ceremony_of_the_Unification_Church		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Marriage_license		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Gerry_Adams		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Saul_Zaentz		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Jonas_Brothers		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Area_bombing_directive		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Solar_Energy_Generating_Systems		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Merrill_Lynch_High_Yield_Master_II		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Khamtrul_Rinpoche		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Comet		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Karmin		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Crucifixion_of_Jesus		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Russian_Orthodox_Church		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Parenting		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Monoclonal_antibody_therapy		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_social_nudity_places_in_North_America		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Perry_v._Schwarzenegger		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Anti-cult_movement		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/New_Age		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Josef_Issels		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/News_media		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Neo-Assyrian		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_songs_about_abortion		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Marshall_Space_Flight_Center		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Oral_sex		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Joe_Donnelly		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Leavening_agent		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Feminists_for_Life		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/2008_Texas_Democratic_caucus		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Nitrogen		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Futurama		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_American_television_actresses		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Nelson_Kumah		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Evidence_based_practice		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hymen		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Rudy_Giuliani		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Kansas_evolution_hearings		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Sexism		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Temple_baptism		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Human_cloning		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Democratic_Unionist_Party		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Right_of_abode_in_Hong_Kong		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Deaths_in_May_2008		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Atmosphere_of_the_Moon		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/History_of_the_Jews_in_the_United_States		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Same-sex-union_legislation		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Mesotherapy		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/IPhone_4S		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Ferris_State		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Bioaccumulation		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Prostate_massage		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Affirmative_action_in_the_United_States		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Shabbat		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hormonal_therapy_(oncology)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Crackdown_on_Falun_Gong		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Bushism		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Montreal		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Catch_a_Fire		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Romance_(love)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Downtown_Medical		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Systems_thinking		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/People!		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Brand		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Middle-earth_in_film		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/International_reaction_to_the_Gaza_War		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Homeopaths		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Robert_A._Heinlein		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Supernatural_abilities_in_Scientology_doctrine		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Credit_card_fraud		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Leather_production_processes		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/2011_State_of_the_Union_Address		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Manufacturing_engineering		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Islam_in_Denmark		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_solar_system_objects_by_planetary_discriminant		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/The_Beatles		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Dorje_Shugden_controversy		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Cousin_couple		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Michael_Jackson		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Fatimid_Caliphate		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/LGBT_rights_in_Indonesia		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Vacuum_tube		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_Barack_Obama_presidential_campaign_endorsements,_2008		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Dating		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Ninja_Robots		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Food_and_Drug_Administration_(United_States)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Serbia		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Extra-solar_planets		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Euphemism		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Outstanding_bonds		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hurn_Airport		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/George_Will		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/German_language		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Subprime_mortgage_crisis		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Surplus_value		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hazrat_Mirza_Masroor_Ahmad		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/McCain/Palin		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Religious_beliefs		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hongkong_Post		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Organ_harvesting		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Road_signs_in_Malaysia		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Professional_in_Human_Resources		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/LGBT_rights_by_country_or_territory		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/The_Sherman_Brothers		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/German_Weather_Service		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Melbourne_Airport		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Berg_v._Obama		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Nicholas_Gonzalez_(physician)		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Robot_combat		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Animal_welfare		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/https://en.wikipedia.org/wiki/State_amendments_banning_same-sex_unions		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Incest		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Bernie_Mac		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Jhenjiou		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Potala_Palace		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/2010_Nobel_Peace_Prize		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Intraoperative_radiation_therapy		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Asteroid		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Je_Tsongkhapa		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Metropolitan_Community_Church		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Fringe_(comics)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/15th_Dalai_Lama		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Glass_production		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Lead_poisoning		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_Hollyoaks_characters_(2012)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Main-belt		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Credit_default_swap		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Richard_Dawkins		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Post-production		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Abortion_in_the_US_State_by_State		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/USGS_Astrogeology_Research_Program		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Peter_Buffett		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Wikimedia_Foundation		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Walt_Disney		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Creation-evolution_controversy		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Henry_Louis_Gates_arrest_controversy		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Stars_and_planetary_systems_in_fiction		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Unemployment		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/ScrewAttack		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Electronic_article_surveillance		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Zeolite		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Chevron_Corporation		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Alexa_Ray_Joel		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Floater		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Interventional_radiology		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Mc_donalds		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Buginese_language		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Nate_Robinson		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Saga_(comic_book)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Supporters_of_Same_Sex_Marriage		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Elevation_(liturgy)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Outer_planets		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Recycle		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_Han_Chinese_Nobel_laureates		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hong_Kong_Bus_Terminus		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/David_Cross		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Honorific_nicknames_in_popular_music		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Super_Nintendo_Entertainment_System		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Abortion_surveillance_reports		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Security_Now!		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Tung_Chung		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Church_in_Singapore		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/George_W._Bush's_first_term_as_President_of_the_United_States		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Apostasy_in_Islam		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Archbishop_of_South_East_Asia		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Washington-Franklin_Issues		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Islam_and_violence		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/16_August_2008_lunar_eclipse		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Palin's_Alaska		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Road_signs_in_Ireland		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Messianic_Jews		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/MP3		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Ahmadiyya		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Democratic_Party_presidential_primaries,_2008		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Road_signs_in_Germany		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Chelation_therapy		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_(film)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Palestinian_terrorist		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hk_disneyland		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Incident_(Scientology)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Singapore_Expo		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Days_Go_By_(The_Offspring_album)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Politicization_of_science		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Energy_policy_of_the_United_States		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Viola_Liuzzo		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/http://en.wikipedia.org/?title=Cervical_cancer		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Economic_freedom		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Jacques_Benveniste		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Waltz		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hong_Kong		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Radiation_burn		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Same-sex_marriage		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Geology_of_solar_terrestrial_planets		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Abortion		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Pac-Man		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Warren_Buffett		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Marriage		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/History_of_evolutionary_thought		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Iain_Lee		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Pro-Test		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/shoplifting		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Church_of_Kish		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Church_of_Scientology		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Abortion_rights		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Capitalism		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/FACTnet		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_WireTap_episodes		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Patricia_Routledge		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Persecution_of_Falun_Gong_in_the_People's_Republic_of_China		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Chocolate		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/KCR_Corporation		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Gar_Alperovitz		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Kaaba		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Aretha_Franklin		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Tiananmen_Square_self-immolation_incident		4
